-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.186
-0.0001,-0.186
-0.0001,-0.1859
-0.0001,-0.1855
-0.0001,-0.1851
-0.0001,-0.1851
-0.0001,-0.1851
-0.0001,-0.185
-0.0001,-0.185
-0.0001,-0.185
-0.0001,-0.185
0,-0.185
0,-0.185
0,-0.185
0,-0.185
0,-0.185
0,-0.1849
0,-0.1848
0.0001,-0.1848
0.0001,-0.1848
0.0001,-0.1848
0.0001,-0.1848
0.0001,-0.1848
0.0002,-0.1847
0.0002,-0.1846
0.0004,-0.1845
0.0004,-0.1844
0.0005,-0.1843
0.0007,-0.1842
0.0007,-0.184
0.0007,-0.1837
0.001,-0.1833
0.0013,-0.1826
0.0019,-0.1814
0.003,-0.1796
0.0046,-0.1765
0.0066,-0.1711
0.0056,-0.1646
0.003,-0.1624
0.002,-0.1618
0.0018,-0.1613
0.0018,-0.1606
0.0019,-0.1602
0.0019,-0.16
0.0019,-0.16
0.0019,-0.16
0.0019,-0.1599
0.0019,-0.1599
0.0019,-0.1599
0.002,-0.1598
0.002,-0.1598
0.002,-0.1598
0.002,-0.1598
0.002,-0.1597
0.002,-0.1597
0.002,-0.1597
0.002,-0.1597
0.002,-0.1597
0.002,-0.1596
0.002,-0.1596
0.002,-0.1596
0.002,-0.1596
0.002,-0.1596
