-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.186
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1859
-0.0001,-0.1857
-0.0001,-0.1854
-0.0001,-0.1853
-0.0001,-0.1853
-0.0001,-0.1853
-0.0001,-0.1851
-0.0001,-0.1851
-0.0001,-0.1851
-0.0001,-0.1851
-0.0001,-0.1851
-0.0001,-0.1851
0,-0.185
0,-0.1851
0.0001,-0.185
0.0001,-0.185
0.0001,-0.185
0.0001,-0.1849
0.0002,-0.1848
0.0003,-0.1847
0.0004,-0.1845
0.0006,-0.1844
0.0007,-0.1842
0.0008,-0.1839
0.0011,-0.1832
0.0017,-0.1822
0.0031,-0.1797
0.0057,-0.1741
0.0057,-0.1646
0.0024,-0.1622
0.0019,-0.1614
0.0019,-0.1605
0.0019,-0.1602
0.0019,-0.1601
0.0019,-0.16
0.002,-0.16
0.002,-0.16
0.002,-0.1599
0.002,-0.1599
0.002,-0.1599
0.002,-0.1599
0.002,-0.1598
0.002,-0.1598
0.002,-0.1597
0.002,-0.1597
0.0021,-0.1597
0.0021,-0.1597
0.0021,-0.1596
0.0021,-0.1596
0.0021,-0.1596
0.0021,-0.1595
0.0021,-0.1595
0.0021,-0.1595
0.0021,-0.1594
0.0021,-0.1594
0.0021,-0.1594
0.0021,-0.1594
0.0021,-0.1593
0.0021,-0.1593
0.0021,-0.1593
0.0021,-0.1593
